Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,% eggs laid that resulted in banded juvenile kestrels,,,Embryo,"Avian Science and Conservation
Centre of McGill University",,4.3 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Laying lag of first egg,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,4.3 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Time to complete clutch,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,4.3 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Egg mass,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Egg volume,,,Embryo,"Avian Science and Conservation
Centre of McGill University",42,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Egg shell thickness,,,Embryo,"Avian Science and Conservation
Centre of McGill University",14,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Clutch size,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,% fertile eggs in clutch,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,% eggs laid that resulted in banded juvenile kestrels,,,Embryo,"Avian Science and Conservation
Centre of McGill University",,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Laying lag of first egg,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),,Time to complete clutch,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,140 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),,,"Copro-, uro-, and proto-porphyrin content of excreta",,,,South Coast of Chile,3,NR,TOX-EXP IND - accumulation,,Environmental contamination leads to altered porphyrinogen levels,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CADMIUM (elemental),,Egg concentration,,,Embryo,Sinaloa Coast,63,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,Sinaloa Coast,63,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CADMIUM (elemental),,Egg concentration,,,Embryo,4 different colonies along Sinaloa Coast,,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,4 different colonies along Sinaloa Coast,,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),LEAD (elemental),,Liver concentration,,,Not Reported,,12,Lead fishing weight (see citation for dimensions),TOX-EXP IND - accumulation,,Ingested fishing weights,Toxicity Factor Datasets
Falco sparverius (American Kestrel),LEAD (elemental),,Blood concentration,,,Not Reported,,12,Lead fishing weight (see citation for dimensions),TOX-EXP IND - accumulation,,Ingested fishing weights,Toxicity Factor Datasets
Falco sparverius (American Kestrel),LEAD (elemental),,Liver concentration,,,Not Reported,,1,Lead fishing weight (see citation for dimensions),TOX-EXP IND - accumulation,,Ingested fishing weight,Toxicity Factor Datasets
Falco sparverius (American Kestrel),METHYLMERCURY,,Embryonic LD50,,,Embryo,Patuxent Wildlife Research Center,98,"0, 0.05, 0.1, 0.2, 0.4, 0.8, 1.6, 3.2, 6.4 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Falco sparverius (American Kestrel),METHYLMERCURY,,Embryonic LD50,,,Embryo,Patuxent Wildlife Research Center,81,"0, 0.05, 0.1, 0.2, 0.4, 0.8, 1.6, 3.2, 6.4 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Falco sparverius (American Kestrel),METHYLMERCURY,,Embryonic LD50,,,Embryo,Patuxent Wildlife Research Center,88,"0, 0.05, 0.1, 0.2, 0.4, 0.8, 1.6, 3.2, 6.4 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Falco sparverius (American Kestrel),METHYLMERCURY,,Embryonic LD50,,,Embryo,Patuxent Wildlife Research Center,63,"0, 0.05, 0.1, 0.2, 0.4, 0.8, 1.6, 3.2, 6.4 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Liver concentration,,,Not Reported,Various USA locations,3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,"Pamlico Sound, Island MN",20,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,"Palmico Sound, DOT",7,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,"Palmico Sound, Beacon",21,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,"Palmico Sound, New Dump",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,"Cape Fear River, North Pelican",8,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,"Cape Fear River, Ferry Slip",24,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,,Embryo,"Cape Fear River, South Pelican",19,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Chick feathers,,,Chick,"Pamlico Sound, Island MN",21,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Chick feathers,,,Chick,"Palmico Sound, Beacon",22,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Chick feathers,,,Chick,"Palmico Sound, New Dump",19,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Chick feathers,,,Chick,"Cape Fear River, North Pelican",20,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Chick feathers,,,Chick,"Cape Fear River, Ferry Slip",20,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Chick feathers,,,Chick,"Cape Fear River, South Pelican",25,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Brain concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Heart concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Lung concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Liver concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Muscle concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Spleen concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANE SULFONATE,,Kidney concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANOIC ACID,,Brain concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANOIC ACID,,Heart concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANOIC ACID,,Lung concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANOIC ACID,,Liver concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANOIC ACID,,Muscle concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANOIC ACID,,Spleen concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PERFLUOROOCTANOIC ACID,,Kidney concentration,,,Not Reported,Cartagena Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY COMPOUNDS,,"Muscle concentration, total mercury",,,Not Reported,Southeast Gulf of California,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY COMPOUNDS,,"Muscle concentration, organic mercury",,,Not Reported,Southeast Gulf of California,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CHLORDANE,,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDT (4,4'-)",,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEXACHLOROCYCLOHEXANE,,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PBDE MIXTURE,,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PCB,,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIELDRIN,,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEXACHLOROBENZENE,,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MIREX,,Egg concentration,,,,Crab Bank,18,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CHLORDANE,,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDT (4,4'-)",,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEXACHLOROCYCLOHEXANE,,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PBDE MIXTURE,,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PCB,,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIELDRIN,,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEXACHLOROBENZENE,,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MIREX,,Egg concentration,,,,Marsh Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CHLORDANE,,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDT (4,4'-)",,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEXACHLOROCYCLOHEXANE,,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PBDE MIXTURE,,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PCB,,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIELDRIN,,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEXACHLOROBENZENE,,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MIREX,,Egg concentration,,,,Marsh Island,33,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Colorado River Delta,8,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDD (4,4'-)",,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDT (4,4'-)",,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),LINDANE,,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEPTACHLOR,,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIELDRIN,,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIAZINON,,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIMETHOATE,,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MALATHION,,Egg concentration,,,Embryo,Colorado River Delta,8,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Lemoore,9,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),SELENIUM COMPOUNDS,,Egg concentration,,,Embryo,Lemoore,9,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Salton Sea,7,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),SELENIUM COMPOUNDS,,Egg concentration,,,Embryo,Salton Sea,7,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Carrizo Plain,4,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),SELENIUM COMPOUNDS,,Egg concentration,,,Embryo,Carrizo Plain,4,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Pixley,5,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'), SELENIUM COMPOUNDS",,Eggshell thickness,,,Embryo,Lemoore,10,,TOX-REPRO - development,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'), SELENIUM COMPOUNDS",,Eggshell thickness,,,Embryo,Salton Sea,9,,TOX-REPRO - development,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'), SELENIUM COMPOUNDS",,Eggshell thickness,,,Embryo,Carrizo Plain,4,,TOX-REPRO - development,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Lemoore,21,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Lemoore,26,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Lemoore,20,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Lemoore,16,,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,Bono Salton Sea National Wildlife Refuge,7,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Blood concentration,,NR,Not Reported,San Francisco Bay marshes,67,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Head feather concentration,,NR,Not Reported,San Francisco Bay marshes,133,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Breast feather concentration,,NR,Not Reported,San Francisco Bay marshes,26,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Egg concentration,,NR,Embryo,San Francisco Bay marshes,13,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Muscle concentration,,B,Adult,"LCP Superfund Site, Tutle River",46,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Liver concentration,,B,Adult,"LCP Superfund Site, Tutle River",22,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),AROCLOR 1268,,Muscle concentration,,B,Adult,"LCP Superfund Site, Tutle River",46,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),AROCLOR 1268,,Liver concentration,,B,Adult,"LCP Superfund Site, Tutle River",22,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),STRONTIUM,,Eggshell concentration,,,Embryo,Roosevelt Lake,6,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CALCIUM,,Eggshell concentration,,,Embryo,Roosevelt Lake,6,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),STRONTIUM,,Eggshell concentration,,,Embryo,Lower San Pedro River,5,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CALCIUM,,Eggshell concentration,,,Embryo,Lower San Pedro River,5,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),STRONTIUM,,Eggshell concentration,,,Embryo,Konza Prairie,6,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CALCIUM,,Eggshell concentration,,,Embryo,Konza Prairie,6,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),STRONTIUM,,Eggshell concentration,,,Embryo,Detroit,5,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),CALCIUM,,Eggshell concentration,,,Embryo,Detroit,5,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Hatchling concentration,,,Hatchling,Blythe Island,15,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Hatchling concentration,,,Hatchling,"LCP Superfund site, Brunswick",16,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),AROCLOR 1268,,Hatchling concentration,,,Hatchling,Blythe Island,15,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),AROCLOR 1268,,Hatchling concentration,,,Hatchling,"LCP Superfund site, Brunswick",16,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MERCURY (elemental),,Bone properties,,,Hatchling,Blythe Island,15,,TOX-Non-Repro-Sublethal - whole animal,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),AROCLOR 1268,,Bone properties,,,Hatchling,"LCP Superfund site, Brunswick",16,,TOX-Non-Repro-Sublethal - whole animal,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIELDRIN,,Egg concentration,,,Embryo,South San Francisco Bay marshes,22,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEPTACHLOR EPOXIDE,,Egg concentration,,,Embryo,South San Francisco Bay marshes,22,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),OXYCHLORDANE,,Egg concentration,,,Embryo,South San Francisco Bay marshes,22,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),TRANS-NONACHLOR,,Egg concentration,,,Embryo,South San Francisco Bay marshes,22,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Egg concentration,,,Embryo,South San Francisco Bay marshes,22,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PCB,,Egg concentration,,,Embryo,South San Francisco Bay marshes,22,,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PBDE MIXTURE,,Egg concentration,,,Embryo,Marshes around San Francisco Bay,4,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PCB,,Egg concentration,,,Embryo,Marshes around San Francisco Bay,4,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),AROCLOR 1268,,Feather concentration,,,Not Reported,"LCP Superfund site, Brunswick",See citation,NR,TOX-EXP IND - accumulation,,Environmental exposure,Toxicity Factor Datasets
Falco sparverius (American Kestrel),"DDE (4,4'-)",,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),DIELDRIN,,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEPTACHLOR EPOXIDE,,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HEXACHLOROBENZENE,,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),OXYCHLORDANE,,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),MIREX,,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),PCB,,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Falco sparverius (American Kestrel),ALUMINUM COMPOUNDS,,Liver concentration,,NR,Hatchling,"Hamilton Harbour, Western Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
